app_name,app_id,user_name,score,content,thumbs_up_count,review_date
Instagram,com.instagram.android,Chryzt Ludji,5,mantap,0,2025-04-06 07:48:24
Instagram,com.instagram.android,Herawati,1,akun hilang,0,2025-04-06 07:46:39
Instagram,com.instagram.android,Joddy Mandala,5,bagus saya suka,0,2025-04-06 07:41:52
Instagram,com.instagram.android,AlFatih 34,1,kokk di hp gua gak bisa buat akun 🗿,0,2025-04-06 07:41:45
Instagram,com.instagram.android,Arin .L,5,Jujur bagus bngett semua efek² nya dan juga bisa lebih move on☺️,0,2025-04-06 07:35:09
Instagram,com.instagram.android,Manda Gelo,5,emang bagus banget aplikasinya bisa potopoto sesuka hati dan memilih efek sesuka hati kita sendiri,0,2025-04-06 07:29:57
Instagram,com.instagram.android,Hermawan wawan,5,bagus,0,2025-04-06 07:29:39
Instagram,com.instagram.android,Istiqomah Shodiqin,5,menyenangkan,0,2025-04-06 07:28:48
Instagram,com.instagram.android,Fahri Akbar putra ar rahman,1,terlalu banyak bug tolong diperbaiki,0,2025-04-06 07:23:11
Instagram,com.instagram.android,Regina Prihantina,4,good 👍,0,2025-04-06 07:16:31
Instagram,com.instagram.android,RAFKI,1,banyak efek yang hilang,0,2025-04-06 07:16:16
Instagram,com.instagram.android,Hendra Alfafa,5,keren bisa jadi sarana silaturahmi,0,2025-04-06 07:15:56
Instagram,com.instagram.android,Nyoman Darmawan,5,bagus,0,2025-04-06 07:15:49
Instagram,com.instagram.android,Fathir ahmad Assyawal,5,menyenangkan,0,2025-04-06 07:15:08
Instagram,com.instagram.android,Bagus Rosandy,5,mantap,0,2025-04-06 07:14:25
Instagram,com.instagram.android,Rasmini Utami,5,Bagus👍🙏,0,2025-04-06 07:08:26
Instagram,com.instagram.android,Maddu Restiel,5,saya mengukai,0,2025-04-06 07:04:53
Instagram,com.instagram.android,Ndan Muridin,5,full good,0,2025-04-06 07:00:13
Instagram,com.instagram.android,Marsiana Yunita,4,"kenapa akun Ig saya gak bisa masuk? padahal itu udah akun lama, kan jadi malas buat akun baru lagi",0,2025-04-06 06:52:55
Instagram,com.instagram.android,Bayu Julliano,3,"tolong donk Instagram supaya bisa melaporkan orangnorang yg promosiin judol.. di daftar pelaporan , fak ada keterangan yang sesuai untuk judi online. gimna mau melapor",0,2025-04-06 06:50:36
Instagram,com.instagram.android,yeni rofik (rofik),4,menyenangkan,0,2025-04-06 06:49:30
Instagram,com.instagram.android,Anjel Lyna,3,𝘣𝘢𝘨𝘶𝘴 👍,0,2025-04-06 06:46:49
Instagram,com.instagram.android,ANAN PASEL,4,lancar,0,2025-04-06 06:44:00
Instagram,com.instagram.android,Johan Wahyudi,5,sangat bagus,0,2025-04-06 06:42:42
Instagram,com.instagram.android,maung java,5,Bagus,0,2025-04-06 06:41:16
Instagram,com.instagram.android,Farhan Aditya,1,"aplikasi ga jelas, akun dinonaktifkan secara sepihak, tidak ada pengajuan banding nya, aplikasi aneh",1,2025-04-06 06:29:11
Instagram,com.instagram.android,Ade Herlina,5,bagus,0,2025-04-06 06:26:51
Instagram,com.instagram.android,Angnesta Channel,5,mantap,0,2025-04-06 06:23:42
Instagram,com.instagram.android,Infinix Hot 50,5,saya memakai sosial media untuk berinter aksi,0,2025-04-06 06:22:32
Instagram,com.instagram.android,GRT Barbar,5,mantap,0,2025-04-06 06:19:10
Instagram,com.instagram.android,Dicky candra Candra,5,ok,0,2025-04-06 06:17:23
Instagram,com.instagram.android,Barik Filda,5,bagus,0,2025-04-06 06:10:54
Instagram,com.instagram.android,Frisay Anggraini,5,keren🤩🤩,0,2025-04-06 06:04:20
Instagram,com.instagram.android,Rian Icha,1,jelek.. akun saya di tangguhkan.. kenapa cookk ?? padahal gk ada kesalahan,0,2025-04-06 05:52:37
Instagram,com.instagram.android,Mirna Mirna,5,"aku senang sekali karna instagram sangat bagus mau trend bisa mau joget bisa mau filter bisa semuanya bisa tapi instagram ngga ada lagi musik efeknya viralkan lagi dong ok, semoga bisa amin yarabbanal alamin",0,2025-04-06 05:50:14
Instagram,com.instagram.android,SEKA_AJI WIJAYA,4,Semua oke hanya kurang dari segi grafik kiriman foto.,0,2025-04-06 05:46:13
Instagram,com.instagram.android,Toi,1,"Jaringan bagus, upload story lemot",2,2025-04-06 05:44:07
Instagram,com.instagram.android,Puspita Sari,5,the best pokok nya ❤️,0,2025-04-06 05:33:46
Instagram,com.instagram.android,Eef Saypudin,1,Hi Meta! Please make Instagram features the same. I can't post 20 photos at once. Please fix it soon.,0,2025-04-06 05:32:58
Instagram,com.instagram.android,banalan,5,ok,0,2025-04-06 05:21:18
Instagram,com.instagram.android,Maulana Mansyur,5,good,0,2025-04-06 05:02:56
Instagram,com.instagram.android,MUTIARA BANTEN NEWS,5,"Sekarang asyik nermain di instagram, banyak pilihan dari fitur yang menyenangkan.",0,2025-04-06 04:57:31
Instagram,com.instagram.android,Aziyad Jiyad,3,Giman y cara buat vidio ny,0,2025-04-06 04:35:23
Instagram,com.instagram.android,Fajar sidik Sidik,5,gooo,0,2025-04-06 04:29:39
Instagram,com.instagram.android,ElLy,5,sangat bagus dan profesional,0,2025-04-06 04:11:17
Instagram,com.instagram.android,Darr Aja,1,Bagus,0,2025-04-06 03:57:01
Instagram,com.instagram.android,Warda Tuljena,5,"assalamualaikum menurut ku,instagram itu bagus tapi satu yang aku tidak suka",0,2025-04-06 03:54:21
Instagram,com.instagram.android,yaya ridwan,5,apk yg sangat berguna,0,2025-04-06 03:54:11
Instagram,com.instagram.android,Deri Moch,3,"mohon kepada pihak Instagram, tolong benarkan permasalahan ini, jika seseorang sudah keluar dari aplikasi Instagram, tolong status keterangan online orangnya langsung di hilangin, masa saya sudah keluar dari aplikasi Instagram tapi keterangan online ( titik hijau ) masih menyala, nunggu 5 jam dulu baru mati, tolong yaaa pihak Instagram, hal sekecil ini berpengaruh pada kita yaa, supaya pasangan kita tidak ovt, kita benar"" tidak online, tetapi di Instagram status kita masih online. ok thanks 🙏🏻",0,2025-04-06 03:52:41
Instagram,com.instagram.android,Muhammad Rizky,1,aplikasi tolol,0,2025-04-06 03:48:56
Instagram,com.instagram.android,Maxi Milianoez,5,Masi jadi yg terbaik walaupun flower ga naik2,0,2025-04-06 03:47:13
Instagram,com.instagram.android,riko kopling,5,keren,0,2025-04-06 03:43:41
Instagram,com.instagram.android,Ketut_Pengkuh_Anggarjito,1,kembalikan fitur catatan,1,2025-04-06 03:25:32
Instagram,com.instagram.android,MinRyuken,1,"apk bagus, untuk update berikutnya tambahin fitur live hot2 ya",0,2025-04-06 03:14:11
Instagram,com.instagram.android,Hari Yadi,5,bagus,0,2025-04-06 03:12:22
Instagram,com.instagram.android,Heri Yawan,5,"semua bisa jadi,asal tebal cuan . bagus sih.. aplikasi nya.... bisa bertemu dengan orang yang sudah lama pergi,eh tuba tiba nongol,di Ig😔☺️🙂😀",0,2025-04-06 03:03:52
Instagram,com.instagram.android,Ripan Pan,4,Ketemu orang,0,2025-04-06 03:03:15
Instagram,com.instagram.android,sotok Bamor,5,siip,0,2025-04-06 02:36:56
Instagram,com.instagram.android,Guruh bayu febriyana,5,salah gue apa min? kok akun gue di blokir semua? bahkan buat baru juga beda nomer beda email tetep di blokir?,0,2025-04-06 02:36:42
Instagram,com.instagram.android,Adap Gg,5,bagusssssssssss banget gak bosen lagi,0,2025-04-06 02:28:25
Instagram,com.instagram.android,Sahra Eni,5,"sangat bagus dan baik, aku harap kedepannya bsa lebih baik lgi",0,2025-04-06 02:25:23
Instagram,com.instagram.android,Theo Resaldy,1,Kecewa karena fitur notes pada postingan dihapus dan juga ada beberapa error seperti saat memilih musik untuk ig story di akun pertama tidak muncul opsi musik yang tersimpan sedangkan pada akun kedua tesedia.,388,2025-04-06 02:22:47
Instagram,com.instagram.android,Fadhil #SayangBigmom,5,saran aku sih adain fitur ganti lagu sama thumbnail buat postingan,0,2025-04-06 02:15:46
Instagram,com.instagram.android,ridwan arief,5,good,0,2025-04-06 02:12:24
Instagram,com.instagram.android,Alamsyach Nhoer,5,apk yg mantap,0,2025-04-06 01:49:49
Instagram,com.instagram.android,Dewi Dewi,1,aplikasinya jelek bgttt,0,2025-04-06 01:49:08
Instagram,com.instagram.android,Jclynn Hoo,5,menantikan fitur Edit video di aplikasi Instagramnya penasaran 👍👍,0,2025-04-06 01:40:48
Instagram,com.instagram.android,Raniaadelyaputri Adelyaputri,5,sangat bagus,0,2025-04-06 01:37:10
Instagram,com.instagram.android,Rizky Udin,5,mantab,0,2025-04-06 01:26:47
Instagram,com.instagram.android,Muhammad Akbar Muharram Akbar,1,"ini maksudnya apa ya? Akun saya lupa sandi tidak bisa diproses malah muncul tulisan ""maaf, ada masalah"" maksdunya apaan? Mau bikin baru juga dipersulit, payah pegangan instagram sekarang kerjanya ga becus woiiii",0,2025-04-06 01:18:57
Instagram,com.instagram.android,Eternal Wealth,5,"This Instagram is really fun, everything is here haha",0,2025-04-06 01:18:34
Instagram,com.instagram.android,Kiagus Kota Palembang,5,bagus,0,2025-04-06 01:17:06
Instagram,com.instagram.android,Wahyu Izatullah,3,TELAT UPDATE META GA DI UPDATE ANJENG,0,2025-04-06 01:10:57
Instagram,com.instagram.android,Mirna Safrianti,5,sangat seang,0,2025-04-06 01:06:55
Instagram,com.instagram.android,REZA Official,5,bgus,0,2025-04-06 01:05:42
Instagram,com.instagram.android,Vanilla D,3,Terkadang ada bug ketika kita keluar dari aplikasi atau melihat postingan lain yaitu lagunya yg masih terdengar,0,2025-04-06 01:05:36
Instagram,com.instagram.android,Ade Gunawan,5,mantap,0,2025-04-06 01:05:08
Instagram,com.instagram.android,Feri Veri,5,efek Instagram kuh hilang,0,2025-04-06 01:03:56
Instagram,com.instagram.android,ASSYIPA NURAHMAH,3,"aduhh kok di ilangin sihh notes reelsnya, padahal itu seru loh buat kode²an atau apalah gitu, mohon untuk di adain lagi fiturnya",0,2025-04-06 01:00:05
Instagram,com.instagram.android,Miso Deli Serdang,4,fantasi,0,2025-04-06 00:50:32
Instagram,com.instagram.android,Beno Agustiawan,5,terbaik,0,2025-04-06 00:49:59
Instagram,com.instagram.android,Muhammad Abidin,5,good,0,2025-04-06 00:48:53
Instagram,com.instagram.android,Amad Tomat,4,bagus,0,2025-04-06 00:48:29
Instagram,com.instagram.android,yunztxyn Girl,5,heh menurut gua ini aplikasi baik baik aja kok terus bagus yang ngerating bintang 1 berarti itu hp Lo yang kentang huuu,0,2025-04-06 00:46:14
Instagram,com.instagram.android,Murid Cerdas07,5,aplikasi paling keren,0,2025-04-06 00:44:02
Instagram,com.instagram.android,Istianah Bandar,5,sangat baguss,0,2025-04-06 00:41:10
Instagram,com.instagram.android,Aidil Anuar,4,"semoga aku beruntung seperti orang orang lain,dapat follow and like yg banyak sebanyak-banyaknya",0,2025-04-06 00:38:22
Instagram,com.instagram.android,muhammad tiara amir,5,topp bgt,0,2025-04-06 00:33:31
Instagram,com.instagram.android,Lasmi,3,coba dulu,0,2025-04-06 00:32:29
Instagram,com.instagram.android,Haikhel 7111,5,sangat cocok buat kita semua,0,2025-04-06 00:32:07
Instagram,com.instagram.android,Idi Saidi,4,catatan nya kenapa di ilangin? gaseru klo gada catatan nya,0,2025-04-06 00:29:05
Instagram,com.instagram.android,Ardian Apriliansyah,4,bagus,0,2025-04-06 00:25:55
Instagram,com.instagram.android,Sandra Sibara,4,Bagus banget saran sering muncul reels yang aku follow saja bukan yang tidak aku follow,0,2025-04-06 00:25:52
Instagram,com.instagram.android,Miftha Amalia,4,tolong kembalikan fitur note 😭,3,2025-04-06 00:20:02
Instagram,com.instagram.android,Milda Khoirunnisa,4,"bagusss bangett, tapi kenapaa ya di aku kalau mauu bikin storyy trus pasang laguu pake lirik, liriknya ga jalan? ngebug gituu di satu kalimat😓",0,2025-04-06 00:19:42
Instagram,com.instagram.android,Uwo-kevin Kevin,5,Bagus👍,0,2025-04-06 00:18:18
Instagram,com.instagram.android,JARDIK GRAFF,3,TERLALU BANYAK IKLAN TERMASUK IKLAN JUDOL,0,2025-04-06 00:05:43
Instagram,com.instagram.android,Yumiko Yuuki,1,fitur catatan di reels kok hilang?,1,2025-04-06 00:02:47
Instagram,com.instagram.android,Pengguna Google,3,"baru kali ini malah nggak bisa login, padahal tadi baik-baik saja dan untuk aplikasi juga sudah diperbaharui tp kok malah nggak bisa ya. mohon untuk kerjasamanya",0,2025-04-06 00:01:41
Instagram,com.instagram.android,Muhammad Romi,5,good job,0,2025-04-05 23:59:43
Instagram,com.instagram.android,J Suyuthi,5,makin ok,0,2025-04-05 23:54:33
Instagram,com.instagram.android,Haqie Maulana,1,Makin kesini IG makin aneh. Sekarang posisi menu yang dirubah. Mana saya udah kebiasaan dengan posisi menu yang mana. Tambah lagi problem saya sebelumnya tentang timeline homepage IG saya yang telat juga ngga diurus. lama-lama pusing saya sama fitur IG.,2,2025-04-05 23:53:07
Instagram,com.instagram.android,Fahril,4,bagus,0,2025-04-05 23:52:00
Instagram,com.instagram.android,Saha Ala,1,suka bug,0,2025-04-05 23:49:03
Instagram,com.instagram.android,Ramadhan Hadi,3,Update bagus. Tapi sejak siang ini saya tidak bisa memberikan respon catatan terhadap postingan yang muncul di beranda. Mungkin pihak pengembang dapat diperhatikan untuk diperbaiki di update berikutnya.,28,2025-04-05 23:47:47
Instagram,com.instagram.android,Risbon Ibon,5,mantap,0,2025-04-05 23:40:36
Instagram,com.instagram.android,Fadhal,5,wow,0,2025-04-05 23:40:09
Instagram,com.instagram.android,Rivaldo Aritonang,5,tidak bisa update,0,2025-04-05 23:34:52
Instagram,com.instagram.android,WILDA AZKIYA,5,Aplikasinya bagus,0,2025-04-05 23:34:37
Instagram,com.instagram.android,Muhammad fajar ash shidiq,5,sangat membantu saya,0,2025-04-05 23:25:06
Instagram,com.instagram.android,Ramzzzliw Liw,5,Apk yg sangat bagus Menghibur sekali,0,2025-04-05 23:14:24
Instagram,com.instagram.android,Rapli Hk,5,ok sih apk nya.. mantap lh🤘,0,2025-04-05 23:10:15
Instagram,com.instagram.android,Arpan Nazwa,4,dm gua jarang di bales,0,2025-04-05 23:09:57
Instagram,com.instagram.android,Fahri Chandra,4,👍👍👍,0,2025-04-05 23:07:23
Instagram,com.instagram.android,Chenny Bjb,5,baik,0,2025-04-05 23:03:36
Instagram,com.instagram.android,Rinyanti Yanti,5,ketemu banyak duda,0,2025-04-05 23:03:11
Instagram,com.instagram.android,Roni Firmansyah,5,good,0,2025-04-05 22:59:44
Instagram,com.instagram.android,Saya bukan robot 133,5,mntapppp,0,2025-04-05 22:59:14
Instagram,com.instagram.android,Pengguna Google,4,Coba dulu kalau bagus di tambah lagi bintang nya,0,2025-04-05 22:54:52
Instagram,com.instagram.android,pkl jt pro,1,butut ga bisa bikin sorotan,0,2025-04-05 22:47:34
Instagram,com.instagram.android,Ajral Muhsinin,5,bagus,0,2025-04-05 22:43:09
Instagram,com.instagram.android,Salfa Khalisha,3,"please return the posting notes and reels notes, that's a very important part!!",2,2025-04-05 22:42:20
Instagram,com.instagram.android,ANSA CHANNEL,5,sangat memuaskan,0,2025-04-05 22:42:11
Instagram,com.instagram.android,Khairunnisa,4,"cocok untuk bahan gabut dan menggalaw, tp mngpa tdk sdh tdk bisa postink ulank",0,2025-04-05 22:42:06
Instagram,com.instagram.android,Made Yudi,5,aplikasi ini sangat membatu,0,2025-04-05 22:42:00
Instagram,com.instagram.android,Kuntul Iki,5,ok,0,2025-04-05 22:40:09
Instagram,com.instagram.android,Raihan Muhamad,4,kenapa akun saya tidak bisa mengomentari cerita orang lain,0,2025-04-05 22:32:56
Instagram,com.instagram.android,Shity Nrhdyani,4,"apk terbaik, cuma vcall aja suka putus2",0,2025-04-05 22:29:27
Instagram,com.instagram.android,Nur Hidayat,5,sangat memuaskan,0,2025-04-05 22:27:12
Instagram,com.instagram.android,Rama 6809,4,mantap,0,2025-04-05 22:26:25
Instagram,com.instagram.android,Aqilla putry,5,bagusss,0,2025-04-05 22:14:16
Instagram,com.instagram.android,Laila Fauziah,5,"Instagram bagusss bgtt, tolong dong tambahin fitur streak api kayak di tiktok pasti bakal seru banget ^^ semogaa update selanjutnya ada :D",0,2025-04-05 22:12:08
Instagram,com.instagram.android,dwi rohmanaji,4,ok,0,2025-04-05 22:11:49
Instagram,com.instagram.android,rakaa slebew,5,lovee bgt deh pokonyaaaaa,0,2025-04-05 22:09:14
Instagram,com.instagram.android,Nurul Islamiyah,5,bagus guys,0,2025-04-05 22:06:51
Instagram,com.instagram.android,Reg. Ramanuja,5,say bangga karna bisa selvie pake fileter😃,0,2025-04-05 22:06:08
Instagram,com.instagram.android,Widari Septiani Putri,5,tolong adain fitur catatan di postingan lagi😭🙏🏻,0,2025-04-05 22:05:50
Instagram,com.instagram.android,Audrey Ang,3,"I accidentally press ""archive"" in one of my story in purpose of to put it into my highlight. But it turns out the story vanished and I couldn't bring it back. It couldn't be found in my story archive.",0,2025-04-05 22:05:34
Instagram,com.instagram.android,Suharti Harti,5,Dikurangi reel yg nggak bs scroll kebawah pliss,0,2025-04-05 22:03:43
Instagram,com.instagram.android,andri andri,5,sangat puass,0,2025-04-05 22:01:40
Instagram,com.instagram.android,A Gunawan,5,lancar jaya....,0,2025-04-05 22:00:15
Instagram,com.instagram.android,Aldi,5,saya senang menggunakan Instagram,0,2025-04-05 21:56:41
Instagram,com.instagram.android,Agung Supriatna,5,media yang baik jika digunakan secara baik,0,2025-04-05 21:54:49
Instagram,com.instagram.android,Dani,2,"TOLONG DI PERBAIKIN BUG POSTING BUG TOLONG DI PERBAIKIN BUG ADA LAGI ITUH YG BUG SINYAL AMAH BUG UPLOAD VIDEO NYA LAMA BANGET TOLONG MB NYA MURAHIN YA PLISS KASIANIN HP KENTANG AMAH PRO TOLONG DI PERBAIKIN YA MB TOLONG DI MURAHIN YA BANG,,🥰🥰😭🥔🥔🥔 TOLONG DI PERBAIKIN BUG SINYAL AMAH MODE OFFLINE BUG MB NYA TURUNIN YA PLIS BUG VIDEO PASS KELUAR PASTI ADA LAGU NYA TOLONG DI PERBAIKIN BUG NYA TOLONG DI TURUNIN MB NYA BUAT HP KENTANG TAUU PLISS YA OKE😭😭😭🥔🥔🥰 KASIH HEMAT DATA KALO NONTON YA",0,2025-04-05 21:52:40
Instagram,com.instagram.android,niko Adityaa,2,tidak bisa login,0,2025-04-05 21:51:41
Instagram,com.instagram.android,Ainul Fajri,1,aplikasi nya ga bisa diloginin,0,2025-04-05 21:51:18
Instagram,com.instagram.android,Haidarali Ali,5,keren seru asik bagus 👍👍👍👍👍👍👍👍,0,2025-04-05 21:49:37
Instagram,com.instagram.android,Agus jumani,5,is the best,0,2025-04-05 21:49:37
Instagram,com.instagram.android,Ael Saiwini,5,terbaik,0,2025-04-05 21:48:52
Instagram,com.instagram.android,Grifith Octavia,1,tdk ska,0,2025-04-05 21:48:50
Instagram,com.instagram.android,Ryn Xx,1,Akun Instagram saya tidak ada fitur memasang musik di profil,0,2025-04-05 21:41:49
Instagram,com.instagram.android,yadie Adm,5,"assalamualaikum warahmatullahi wa barokah tuh , saya selaku mengguna ig (Instagram) sangat puas menonton nya, aplikasi nya bagus dan keren tapi boros data",0,2025-04-05 21:36:40
Instagram,com.instagram.android,Gllen Zerand,1,fitur baru ini banyak problem banyak teruk betul betul bikin emosi 🤧🤧🤧,0,2025-04-05 21:35:17
Instagram,com.instagram.android,Hery Hery,5,5 bintang,0,2025-04-05 21:34:57
Instagram,com.instagram.android,Raditya Seroa,5,puas tapi kadang kena peringatan,0,2025-04-05 21:32:40
Instagram,com.instagram.android,Hasan Basri,4,ok,0,2025-04-05 21:31:00
Instagram,com.instagram.android,Nailazahra1805,3,filter yg udh di simpen pd ilang knp ya?,0,2025-04-05 21:28:59
Instagram,com.instagram.android,Reva Sinwan,5,woww perfect,0,2025-04-05 21:26:05
Instagram,com.instagram.android,Yanboy,5,sangat bagus,0,2025-04-05 21:23:59
Instagram,com.instagram.android,Iyan Usfinit,5,sangat cocok untuk kita,0,2025-04-05 21:22:00
Instagram,com.instagram.android,Deriel Ilham,4,yang ngeluh ngelag coba ganti hp jangan pake hp kentank!!!!,0,2025-04-05 21:20:10
